"STATION","NAME","DATE","PRCP","SNWD","TAVG","TMAX","TMIN"
"ITM00016061","TORINO BRIC CROCE, IT","1982-04-24",,"1.6","37","39",
"ITM00016061","TORINO BRIC CROCE, IT","1982-04-25",,"0.4","44","52","32"
"ITM00016061","TORINO BRIC CROCE, IT","1982-04-26",,,"51","60",
"ITM00016061","TORINO BRIC CROCE, IT","1982-04-27",,,"58","67","48"
"ITM00016061","TORINO BRIC CROCE, IT","1982-04-28","0.00",,"50","60","40"
"ITM00016061","TORINO BRIC CROCE, IT","1982-04-29",,,"55","64","48"
"ITM00016061","TORINO BRIC CROCE, IT","1982-04-30",,,"48","55","43"
"ITM00016061","TORINO BRIC CROCE, IT","1982-05-01",,,"49","59","41"
"ITM00016061","TORINO BRIC CROCE, IT","1982-05-02",,,"55","63","46"
"ITM00016061","TORINO BRIC CROCE, IT","1982-05-03",,,"52","59","44"
"ITM00016061","TORINO BRIC CROCE, IT","1982-05-04",,,"48","53","46"
"ITM00016061","TORINO BRIC CROCE, IT","1982-05-05",,,"42","44","41"
"ITM00016061","TORINO BRIC CROCE, IT","1982-05-06",,,"47","57","43"
"ITM00016061","TORINO BRIC CROCE, IT","1982-05-07",,,"46","56","39"
"ITM00016061","TORINO BRIC CROCE, IT","1982-05-08",,,"43","46",
"ITM00016061","TORINO BRIC CROCE, IT","1982-05-09",,,"48","56","39"
"ITM00016061","TORINO BRIC CROCE, IT","1982-05-10",,,"50","59","42"
"ITM00016061","TORINO BRIC CROCE, IT","1982-05-11",,,"57","67","47"
"ITM00016061","TORINO BRIC CROCE, IT","1982-05-12",,,"60","69","51"
"ITM00016061","TORINO BRIC CROCE, IT","1982-05-13",,,"60","67","55"
"ITM00016061","TORINO BRIC CROCE, IT","1982-05-14",,,"62","70","54"
"ITM00016061","TORINO BRIC CROCE, IT","1982-05-15",,,"65","72","57"
"ITM00016061","TORINO BRIC CROCE, IT","1982-05-16",,,"65","73","58"
"ITM00016061","TORINO BRIC CROCE, IT","1982-05-17",,,"65","70","61"
"ITM00016061","TORINO BRIC CROCE, IT","1982-05-18",,,"62","72","56"
"ITM00016061","TORINO BRIC CROCE, IT","1982-05-19","0.00",,"64","72","57"
"ITM00016061","TORINO BRIC CROCE, IT","1982-05-20",,,"64","73",
"ITM00016061","TORINO BRIC CROCE, IT","1982-05-21",,,"65","72","59"
"ITM00016061","TORINO BRIC CROCE, IT","1982-05-22",,,"65","74",
"ITM00016061","TORINO BRIC CROCE, IT","1982-05-23","0.39",,"60","67","55"
"ITM00016061","TORINO BRIC CROCE, IT","1982-05-24",,,"62","71","52"
"ITM00016061","TORINO BRIC CROCE, IT","1982-05-25",,,"63","72","54"
"ITM00016061","TORINO BRIC CROCE, IT","1982-05-26",,,"63","72","54"
"ITM00016061","TORINO BRIC CROCE, IT","1982-05-27",,,"65","73","59"
"ITM00016061","TORINO BRIC CROCE, IT","1982-05-28",,,"68","75","60"
"ITM00016061","TORINO BRIC CROCE, IT","1982-05-29",,,"70","77","63"
"ITM00016061","TORINO BRIC CROCE, IT","1982-05-30",,,"61","68","58"
"ITM00016061","TORINO BRIC CROCE, IT","1982-05-31",,,"61","68","55"
"ITM00016061","TORINO BRIC CROCE, IT","1982-06-01",,,"66",,"61"
"ITM00016061","TORINO BRIC CROCE, IT","1982-06-02",,,"60",,"53"
"ITM00016061","TORINO BRIC CROCE, IT","1982-06-03",,,"66","72","59"
"ITM00016061","TORINO BRIC CROCE, IT","1982-06-04",,,"65","72",
"ITM00016061","TORINO BRIC CROCE, IT","1982-06-05",,,"66","75","56"
"ITM00016061","TORINO BRIC CROCE, IT","1982-06-06",,,"67",,"58"
"ITM00016061","TORINO BRIC CROCE, IT","1982-06-07",,,"72","81","63"
"ITM00016061","TORINO BRIC CROCE, IT","1982-06-08",,,"68","77",
"ITM00016061","TORINO BRIC CROCE, IT","1982-06-09",,,"65","75","56"
"ITM00016061","TORINO BRIC CROCE, IT","1982-06-10",,,"68","77","60"
"ITM00016061","TORINO BRIC CROCE, IT","1982-06-11",,,"63",,"59"
"ITM00016061","TORINO BRIC CROCE, IT","1982-06-12",,,"62","71",
"ITM00016061","TORINO BRIC CROCE, IT","1982-06-13",,,"61","67","55"
"ITM00016061","TORINO BRIC CROCE, IT","1982-06-14",,,"64","73","54"
"ITM00016061","TORINO BRIC CROCE, IT","1982-06-15",,,"64","74","55"
"ITM00016061","TORINO BRIC CROCE, IT","1982-06-16",,,"63","71","49"
"ITM00016061","TORINO BRIC CROCE, IT","1982-06-17",,,"65","74","55"
"ITM00016061","TORINO BRIC CROCE, IT","1982-06-18",,,"66","75","56"
"ITM00016061","TORINO BRIC CROCE, IT","1982-06-19",,,"66",,"57"
"ITM00016061","TORINO BRIC CROCE, IT","1982-06-20",,,"62","69","56"
"ITM00016061","TORINO BRIC CROCE, IT","1982-06-21",,,"66","75",
"ITM00016061","TORINO BRIC CROCE, IT","1982-06-22",,,"68","77","63"
"ITM00016061","TORINO BRIC CROCE, IT","1982-06-23",,,"65","72",
"ITM00016061","TORINO BRIC CROCE, IT","1982-06-24",,,"70","77",
"ITM00016061","TORINO BRIC CROCE, IT","1982-06-25",,,"69",,"65"
"ITM00016061","TORINO BRIC CROCE, IT","1982-06-26",,,"68","73",
"ITM00016061","TORINO BRIC CROCE, IT","1982-06-27",,,"65","74","59"
"ITM00016061","TORINO BRIC CROCE, IT","1982-06-28",,,"68","78","56"
"ITM00016061","TORINO BRIC CROCE, IT","1982-06-29",,,"69","80","59"
"ITM00016061","TORINO BRIC CROCE, IT","1982-06-30",,,"68","74","62"
"ITM00016061","TORINO BRIC CROCE, IT","1982-07-01",,,"68","77","62"
"ITM00016061","TORINO BRIC CROCE, IT","1982-07-02",,,"70","78","64"
"ITM00016061","TORINO BRIC CROCE, IT","1982-07-03",,,"70",,"64"
"ITM00016061","TORINO BRIC CROCE, IT","1982-07-04",,,"71","84","62"
"ITM00016061","TORINO BRIC CROCE, IT","1982-07-05",,,"74",,"66"
"ITM00016061","TORINO BRIC CROCE, IT","1982-07-06",,,"70",,
"ITM00016061","TORINO BRIC CROCE, IT","1982-07-07",,,"77","87","68"
"ITM00016061","TORINO BRIC CROCE, IT","1982-07-08",,,"72","81","64"
"ITM00016061","TORINO BRIC CROCE, IT","1982-07-09",,,"71","80",
"ITM00016061","TORINO BRIC CROCE, IT","1982-07-10",,,"74",,"66"
"ITM00016061","TORINO BRIC CROCE, IT","1982-07-11",,,"74","82","67"
"ITM00016061","TORINO BRIC CROCE, IT","1982-07-12",,,"77",,"67"
"ITM00016061","TORINO BRIC CROCE, IT","1982-07-13",,,"70","77","66"
"ITM00016061","TORINO BRIC CROCE, IT","1982-07-14",,,"67",,"60"
"ITM00016061","TORINO BRIC CROCE, IT","1982-07-15",,,"70","79","61"
"ITM00016061","TORINO BRIC CROCE, IT","1982-07-16",,,"71","81",
"ITM00016061","TORINO BRIC CROCE, IT","1982-07-17",,,"73","81","59"
"ITM00016061","TORINO BRIC CROCE, IT","1982-07-18",,,"70","79","59"
"ITM00016061","TORINO BRIC CROCE, IT","1982-07-19","0.10",,"68","80","60"
"ITM00016061","TORINO BRIC CROCE, IT","1982-07-20",,,"70","78","59"
"ITM00016061","TORINO BRIC CROCE, IT","1982-07-21",,,"74","81",
"ITM00016061","TORINO BRIC CROCE, IT","1982-07-22",,,"73","82","61"
"ITM00016061","TORINO BRIC CROCE, IT","1982-07-23","7.74",,"68","81",
"ITM00016061","TORINO BRIC CROCE, IT","1982-07-24",,,"62","72","56"
"ITM00016061","TORINO BRIC CROCE, IT","1982-07-25",,,"68","78","57"
"ITM00016061","TORINO BRIC CROCE, IT","1982-07-26",,,"69","82","62"
"ITM00016061","TORINO BRIC CROCE, IT","1982-07-27",,,"64","68","59"
"ITM00016061","TORINO BRIC CROCE, IT","1982-07-28","0.37",,"58","63","56"
"ITM00016061","TORINO BRIC CROCE, IT","1982-07-29",,,"63","70",
"ITM00016061","TORINO BRIC CROCE, IT","1982-07-30",,,"65","71",
"ITM00016061","TORINO BRIC CROCE, IT","1982-07-31",,,"65","74","54"
"ITM00016061","TORINO BRIC CROCE, IT","1982-08-01",,,"68","77","59"
"ITM00016061","TORINO BRIC CROCE, IT","1982-08-02",,,"67","73",
"ITM00016061","TORINO BRIC CROCE, IT","1982-08-03",,,"63","69","58"
"ITM00016061","TORINO BRIC CROCE, IT","1982-08-04",,,"65","73","59"
"ITM00016061","TORINO BRIC CROCE, IT","1982-08-05",,,"68","77","62"
"ITM00016061","TORINO BRIC CROCE, IT","1982-08-06",,,"65","74","60"
"ITM00016061","TORINO BRIC CROCE, IT","1982-08-07",,,"61","68","55"
"ITM00016061","TORINO BRIC CROCE, IT","1982-08-08",,,"64",,"57"
"ITM00016061","TORINO BRIC CROCE, IT","1982-08-09",,,"68","80","61"
"ITM00016061","TORINO BRIC CROCE, IT","1982-08-10",,,"72","79","66"
"ITM00016061","TORINO BRIC CROCE, IT","1982-08-11",,,"73","79","66"
"ITM00016061","TORINO BRIC CROCE, IT","1982-08-12",,,"74","82","67"
"ITM00016061","TORINO BRIC CROCE, IT","1982-08-13",,,"71",,"68"
"ITM00016061","TORINO BRIC CROCE, IT","1982-08-14",,,"69","76","63"
"ITM00016061","TORINO BRIC CROCE, IT","1982-08-15",,,"68","76","65"
"ITM00016061","TORINO BRIC CROCE, IT","1982-08-16",,,"70","79","65"
"ITM00016061","TORINO BRIC CROCE, IT","1982-08-17",,,"67","74",
"ITM00016061","TORINO BRIC CROCE, IT","1982-08-18",,,"70","77","63"
"ITM00016061","TORINO BRIC CROCE, IT","1982-08-19","0.00",,"70","78","64"
"ITM00016061","TORINO BRIC CROCE, IT","1982-08-20",,,"68","74","64"
"ITM00016061","TORINO BRIC CROCE, IT","1982-08-21",,,"64","71","58"
"ITM00016061","TORINO BRIC CROCE, IT","1982-08-22",,,"58","67","53"
"ITM00016061","TORINO BRIC CROCE, IT","1982-08-23",,,"61","70","53"
"ITM00016061","TORINO BRIC CROCE, IT","1982-08-24",,,"67",,"57"
"ITM00016061","TORINO BRIC CROCE, IT","1982-08-25",,,"66","73",
"ITM00016061","TORINO BRIC CROCE, IT","1982-08-26",,,"64","68","62"
"ITM00016061","TORINO BRIC CROCE, IT","1982-08-27","0.10",,"59","61",
"ITM00016061","TORINO BRIC CROCE, IT","1982-08-28",,,"60","61","57"
"ITM00016061","TORINO BRIC CROCE, IT","1982-08-29",,,"63","73","57"
"ITM00016061","TORINO BRIC CROCE, IT","1982-08-30","0.00",,"60","65","56"
"ITM00016061","TORINO BRIC CROCE, IT","1982-08-31",,,"62","73",
"ITM00016061","TORINO BRIC CROCE, IT","1982-09-01",,,"53","61","49"
"ITM00016061","TORINO BRIC CROCE, IT","1982-09-02",,,"65","71",
"ITM00016061","TORINO BRIC CROCE, IT","1982-09-03",,,"66","72","61"
"ITM00016061","TORINO BRIC CROCE, IT","1982-09-04",,,"68","77","62"
"ITM00016061","TORINO BRIC CROCE, IT","1982-09-05",,,"69","77",
"ITM00016061","TORINO BRIC CROCE, IT","1982-09-06",,,"64",,"60"
"ITM00016061","TORINO BRIC CROCE, IT","1982-09-07",,,"58",,"50"
"ITM00016061","TORINO BRIC CROCE, IT","1982-09-08",,,"56","73",
"ITM00016061","TORINO BRIC CROCE, IT","1982-09-09",,,"69",,"59"
"ITM00016061","TORINO BRIC CROCE, IT","1982-09-10",,,"68","77","61"
"ITM00016061","TORINO BRIC CROCE, IT","1982-09-11",,,"71","77",
"ITM00016061","TORINO BRIC CROCE, IT","1982-09-12",,,"71",,"64"
"ITM00016061","TORINO BRIC CROCE, IT","1982-09-13",,,"67",,
"ITM00016061","TORINO BRIC CROCE, IT","1982-09-14",,,"69",,"64"
"ITM00016061","TORINO BRIC CROCE, IT","1982-09-15",,,"67","75","63"
"ITM00016061","TORINO BRIC CROCE, IT","1982-09-16","0.00",,"69","85","61"
"ITM00016061","TORINO BRIC CROCE, IT","1982-09-17",,,"67","78","62"
"ITM00016061","TORINO BRIC CROCE, IT","1982-09-18",,,"65","75","62"
"ITM00016061","TORINO BRIC CROCE, IT","1982-09-19",,,"67","75","62"
"ITM00016061","TORINO BRIC CROCE, IT","1982-09-20",,,"66","70","63"
"ITM00016061","TORINO BRIC CROCE, IT","1982-09-21",,,"64","70","60"
"ITM00016061","TORINO BRIC CROCE, IT","1982-09-22",,,"62",,"58"
"ITM00016061","TORINO BRIC CROCE, IT","1982-09-23",,,"62","72","58"
"ITM00016061","TORINO BRIC CROCE, IT","1982-09-24",,,"58","64","55"
"ITM00016061","TORINO BRIC CROCE, IT","1982-09-25",,,"55","56",
"ITM00016061","TORINO BRIC CROCE, IT","1982-09-26","0.71",,"56","58","54"
"ITM00016061","TORINO BRIC CROCE, IT","1982-09-27",,,"61","68","55"
"ITM00016061","TORINO BRIC CROCE, IT","1982-09-28",,,"61","70","56"
"ITM00016061","TORINO BRIC CROCE, IT","1982-09-29",,,"62","69","55"
"ITM00016061","TORINO BRIC CROCE, IT","1982-09-30","0.06",,"55",,
"ITM00016061","TORINO BRIC CROCE, IT","1982-10-01",,,"58","68","51"
"ITM00016061","TORINO BRIC CROCE, IT","1982-10-02",,,"55","61","53"
"ITM00016061","TORINO BRIC CROCE, IT","1982-10-03",,,"60","68","53"
"ITM00016061","TORINO BRIC CROCE, IT","1982-10-04",,,"54","60",
"ITM00016061","TORINO BRIC CROCE, IT","1982-10-05","1.10",,"44","47",
"ITM00016061","TORINO BRIC CROCE, IT","1982-10-06","1.34",,"42","44",
"ITM00016061","TORINO BRIC CROCE, IT","1982-10-07",,,"42","47","39"
"ITM00016061","TORINO BRIC CROCE, IT","1982-10-08",,,"47","53","41"
"ITM00016061","TORINO BRIC CROCE, IT","1982-10-09",,,"49","59","40"
"ITM00016061","TORINO BRIC CROCE, IT","1982-10-10",,,"47","52","44"
"ITM00016061","TORINO BRIC CROCE, IT","1982-10-11",,,"49","54",
"ITM00016061","TORINO BRIC CROCE, IT","1982-10-12",,,"51","58","44"
"ITM00016061","TORINO BRIC CROCE, IT","1982-10-13",,,"48","50","47"
"ITM00016061","TORINO BRIC CROCE, IT","1982-10-14",,,"49","57","45"
"ITM00016061","TORINO BRIC CROCE, IT","1982-10-15",,,"52","59","46"
"ITM00016061","TORINO BRIC CROCE, IT","1982-10-16",,,"49",,"43"
"ITM00016061","TORINO BRIC CROCE, IT","1982-10-17",,,"44","47","42"
"ITM00016061","TORINO BRIC CROCE, IT","1982-10-18",,,"44","48","42"
"ITM00016061","TORINO BRIC CROCE, IT","1982-10-19",,,"51",,"45"
"ITM00016061","TORINO BRIC CROCE, IT","1982-10-20",,,"51","56",
"ITM00016061","TORINO BRIC CROCE, IT","1982-10-21",,,"48","50","46"
"ITM00016061","TORINO BRIC CROCE, IT","1982-10-22",,,"47",,
"ITM00016061","TORINO BRIC CROCE, IT","1982-10-23",,,"50","72",
"ITM00016061","TORINO BRIC CROCE, IT","1982-10-24","0.59",,"45","47",
"ITM00016061","TORINO BRIC CROCE, IT","1982-10-25",,,"49","58","44"
"ITM00016061","TORINO BRIC CROCE, IT","1982-10-26",,,"51","59","46"
"ITM00016061","TORINO BRIC CROCE, IT","1982-10-27",,,"53","59",
"ITM00016061","TORINO BRIC CROCE, IT","1982-10-28",,,"53","61","48"
"ITM00016061","TORINO BRIC CROCE, IT","1982-10-29",,,"52","59","48"
"ITM00016061","TORINO BRIC CROCE, IT","1982-10-30",,,"51","56","48"
"ITM00016061","TORINO BRIC CROCE, IT","1982-10-31",,,"50","57","46"
"ITM00016061","TORINO BRIC CROCE, IT","1982-11-01",,,"52","60","45"
"ITM00016061","TORINO BRIC CROCE, IT","1982-11-02",,,"52","56","49"
"ITM00016061","TORINO BRIC CROCE, IT","1982-11-03",,,"54","59",
"ITM00016061","TORINO BRIC CROCE, IT","1982-11-04",,,"46","51","43"
"ITM00016061","TORINO BRIC CROCE, IT","1982-11-05",,,"42","46","36"
"ITM00016061","TORINO BRIC CROCE, IT","1982-11-06",,,"41","43",
"ITM00016061","TORINO BRIC CROCE, IT","1982-11-07",,,"34","35","33"
"ITM00016061","TORINO BRIC CROCE, IT","1982-11-08","0.35","1.2","31","35","29"
"ITM00016061","TORINO BRIC CROCE, IT","1982-11-09","0.14","2.8","39","44",
"ITM00016061","TORINO BRIC CROCE, IT","1982-11-10",,,"48","56","41"
"ITM00016061","TORINO BRIC CROCE, IT","1982-11-11",,,"49",,"45"
"ITM00016061","TORINO BRIC CROCE, IT","1982-11-12",,,"51","58","47"
"ITM00016061","TORINO BRIC CROCE, IT","1982-11-13",,,"45",,
"ITM00016061","TORINO BRIC CROCE, IT","1982-11-14",,,"45","52","41"
"ITM00016061","TORINO BRIC CROCE, IT","1982-11-15",,,"37","39",
"ITM00016061","TORINO BRIC CROCE, IT","1982-11-16",,,"41","50","35"
"ITM00016061","TORINO BRIC CROCE, IT","1982-11-17",,,"42","48","37"
"ITM00016061","TORINO BRIC CROCE, IT","1982-11-18",,,"40","48","34"
"ITM00016061","TORINO BRIC CROCE, IT","1982-11-19",,,"44","50","39"
"ITM00016061","TORINO BRIC CROCE, IT","1982-11-20",,,"46","52","41"
"ITM00016061","TORINO BRIC CROCE, IT","1982-11-21",,,"44","49","41"
"ITM00016061","TORINO BRIC CROCE, IT","1982-11-22",,,"43","50","39"
"ITM00016061","TORINO BRIC CROCE, IT","1982-11-23",,,"45","51",
"ITM00016061","TORINO BRIC CROCE, IT","1982-11-24",,,"41","45","39"
"ITM00016061","TORINO BRIC CROCE, IT","1982-11-25",,,"39","41",
"ITM00016061","TORINO BRIC CROCE, IT","1982-11-26",,,"39","41","37"
"ITM00016061","TORINO BRIC CROCE, IT","1982-11-27","1.50",,"40","43","38"
"ITM00016061","TORINO BRIC CROCE, IT","1982-11-28","0.39",,"42","45","39"
"ITM00016061","TORINO BRIC CROCE, IT","1982-11-29","1.10",,"42","44","41"
"ITM00016061","TORINO BRIC CROCE, IT","1982-11-30","0.59",,"40",,
"ITM00016061","TORINO BRIC CROCE, IT","1982-12-01","0.31",,"40","42",
"ITM00016061","TORINO BRIC CROCE, IT","1982-12-02","0.98",,"38","40","37"
"ITM00016061","TORINO BRIC CROCE, IT","1982-12-03","0.63",,"40","43","38"
"ITM00016061","TORINO BRIC CROCE, IT","1982-12-04",,,"44","49","40"
"ITM00016061","TORINO BRIC CROCE, IT","1982-12-05",,,"42","48",
"ITM00016061","TORINO BRIC CROCE, IT","1982-12-06",,,"39","44","36"
"ITM00016061","TORINO BRIC CROCE, IT","1982-12-07",,,"39","42",
"ITM00016061","TORINO BRIC CROCE, IT","1982-12-08",,,"39","45","36"
"ITM00016061","TORINO BRIC CROCE, IT","1982-12-09",,,"39","44","36"
"ITM00016061","TORINO BRIC CROCE, IT","1982-12-10",,,"42","43","38"
"ITM00016061","TORINO BRIC CROCE, IT","1982-12-11",,,"39","45","36"
"ITM00016061","TORINO BRIC CROCE, IT","1982-12-12",,,"35","37",
"ITM00016061","TORINO BRIC CROCE, IT","1982-12-13",,,"34","41","29"
"ITM00016061","TORINO BRIC CROCE, IT","1982-12-14",,,"39","45","33"
"ITM00016061","TORINO BRIC CROCE, IT","1982-12-15",,,"36","41","34"
"ITM00016061","TORINO BRIC CROCE, IT","1982-12-16","0.00",,"41","47","34"
"ITM00016061","TORINO BRIC CROCE, IT","1982-12-17",,,"36",,"36"
"ITM00016061","TORINO BRIC CROCE, IT","1982-12-18",,,"34","37",
"ITM00016061","TORINO BRIC CROCE, IT","1982-12-19",,,"35","43",
"ITM00016061","TORINO BRIC CROCE, IT","1982-12-20",,,"34","37","31"
"ITM00016061","TORINO BRIC CROCE, IT","1982-12-21",,,"36","46","30"
"ITM00016061","TORINO BRIC CROCE, IT","1982-12-22",,,"31","34","29"
"ITM00016061","TORINO BRIC CROCE, IT","1982-12-23",,,"32","36","28"
"ITM00016061","TORINO BRIC CROCE, IT","1982-12-24",,,"36","42","29"
"ITM00016061","TORINO BRIC CROCE, IT","1982-12-25",,,"44","50","32"
"ITM00016061","TORINO BRIC CROCE, IT","1982-12-26",,,"43","49",
"ITM00016061","TORINO BRIC CROCE, IT","1982-12-27",,,"45","54","39"
"ITM00016061","TORINO BRIC CROCE, IT","1982-12-28",,,"46","55",
"ITM00016061","TORINO BRIC CROCE, IT","1982-12-29",,,"41","45",
"ITM00016061","TORINO BRIC CROCE, IT","1982-12-30",,,"41","47","34"
"ITM00016061","TORINO BRIC CROCE, IT","1982-12-31",,,"32","38","27"
"ITM00016061","TORINO BRIC CROCE, IT","1983-01-01",,,"37","44","32"
"ITM00016061","TORINO BRIC CROCE, IT","1983-01-02",,,"40","50","35"
"ITM00016061","TORINO BRIC CROCE, IT","1983-01-03",,,"43","49","37"
"ITM00016061","TORINO BRIC CROCE, IT","1983-01-04",,,"39","47","35"
"ITM00016061","TORINO BRIC CROCE, IT","1983-01-05",,,"49","56","37"
"ITM00016061","TORINO BRIC CROCE, IT","1983-01-06",,,"45","50",
"ITM00016061","TORINO BRIC CROCE, IT","1983-01-07",,,"38","41",
"ITM00016061","TORINO BRIC CROCE, IT","1983-01-08",,,"36","41","33"
"ITM00016061","TORINO BRIC CROCE, IT","1983-01-09",,,"39","44","35"
"ITM00016061","TORINO BRIC CROCE, IT","1983-01-10",,,"39",,"32"
"ITM00016061","TORINO BRIC CROCE, IT","1983-01-11",,,"40","49","35"
"ITM00016061","TORINO BRIC CROCE, IT","1983-01-12",,,"43","51","37"
"ITM00016061","TORINO BRIC CROCE, IT","1983-01-13",,,"37","42","36"
"ITM00016061","TORINO BRIC CROCE, IT","1983-01-14",,,"37","47","32"
"ITM00016061","TORINO BRIC CROCE, IT","1983-01-15",,,"44","51","36"
"ITM00016061","TORINO BRIC CROCE, IT","1983-01-16",,,"53","60","45"
"ITM00016061","TORINO BRIC CROCE, IT","1983-01-17",,,"53","67","45"
"ITM00016061","TORINO BRIC CROCE, IT","1983-01-18",,,"54","60",
"ITM00016061","TORINO BRIC CROCE, IT","1983-01-19",,,"44","52",
"ITM00016061","TORINO BRIC CROCE, IT","1983-01-20",,,"33","41","28"
"ITM00016061","TORINO BRIC CROCE, IT","1983-01-21",,,"37",,"27"
"ITM00016061","TORINO BRIC CROCE, IT","1983-01-22",,,"44","53","37"
"ITM00016061","TORINO BRIC CROCE, IT","1983-01-23",,,"45","52",
"ITM00016061","TORINO BRIC CROCE, IT","1983-01-24",,,"49","57","40"
"ITM00016061","TORINO BRIC CROCE, IT","1983-01-25",,,"48",,"44"
"ITM00016061","TORINO BRIC CROCE, IT","1983-01-26",,,"46","53","41"
"ITM00016061","TORINO BRIC CROCE, IT","1983-01-27",,,"56","63","52"
"ITM00016061","TORINO BRIC CROCE, IT","1983-01-28",,,"50",,"43"
"ITM00016061","TORINO BRIC CROCE, IT","1983-01-29",,,"47","55","42"
"ITM00016061","TORINO BRIC CROCE, IT","1983-01-30",,,"40","46",
"ITM00016061","TORINO BRIC CROCE, IT","1983-01-31",,,"40","52","33"
"ITM00016061","TORINO BRIC CROCE, IT","1983-02-01",,,"41","49","35"
"ITM00016061","TORINO BRIC CROCE, IT","1983-02-02",,,"42","49",
"ITM00016061","TORINO BRIC CROCE, IT","1983-02-03",,,"37","44","32"
"ITM00016061","TORINO BRIC CROCE, IT","1983-02-04",,,"39","47","34"
"ITM00016061","TORINO BRIC CROCE, IT","1983-02-05",,,"31","36",
"ITM00016061","TORINO BRIC CROCE, IT","1983-02-06",,,"27","35",
"ITM00016061","TORINO BRIC CROCE, IT","1983-02-07",,,"31","41","26"
"ITM00016061","TORINO BRIC CROCE, IT","1983-02-08",,"0.8","29",,"28"
"ITM00016061","TORINO BRIC CROCE, IT","1983-02-09","0.02","0.8","28","30","27"
"ITM00016061","TORINO BRIC CROCE, IT","1983-02-10","0.02","0.8","28","31","26"
"ITM00016061","TORINO BRIC CROCE, IT","1983-02-11",,"0.4","30","40","23"
"ITM00016061","TORINO BRIC CROCE, IT","1983-02-12",,"0.4","29","36",
"ITM00016061","TORINO BRIC CROCE, IT","1983-02-13",,"7.9","29","30",
"ITM00016061","TORINO BRIC CROCE, IT","1983-02-14","0.02","8.3","29","32",
"ITM00016061","TORINO BRIC CROCE, IT","1983-02-15",,"7.9","29","34","25"
"ITM00016061","TORINO BRIC CROCE, IT","1983-02-16",,"7.5","27","29",
"ITM00016061","TORINO BRIC CROCE, IT","1983-02-17",,"7.1","28",,"22"
"ITM00016061","TORINO BRIC CROCE, IT","1983-02-18",,"6.3","31","38","25"
"ITM00016061","TORINO BRIC CROCE, IT","1983-02-19",,"4.7","35","39","31"
"ITM00016061","TORINO BRIC CROCE, IT","1983-02-20",,"4.3","34","41","30"
"ITM00016061","TORINO BRIC CROCE, IT","1983-02-21",,"3.1","35","43","32"
"ITM00016061","TORINO BRIC CROCE, IT","1983-02-22",,"3.5","31",,
"ITM00016061","TORINO BRIC CROCE, IT","1983-02-23",,"2.8","28","32","26"
"ITM00016061","TORINO BRIC CROCE, IT","1983-02-24",,"2.0","31","39","25"
"ITM00016061","TORINO BRIC CROCE, IT","1983-02-25",,"1.6","33","38","30"
"ITM00016061","TORINO BRIC CROCE, IT","1983-02-26",,"3.9","29","32",
"ITM00016061","TORINO BRIC CROCE, IT","1983-02-27",,"3.5","32",,"25"
"ITM00016061","TORINO BRIC CROCE, IT","1983-02-28",,"1.2","40","50","31"
"ITM00016061","TORINO BRIC CROCE, IT","1983-03-01",,"0.8","36","40",
"ITM00016061","TORINO BRIC CROCE, IT","1983-03-02","0.06","0.8","35","43","31"
"ITM00016061","TORINO BRIC CROCE, IT","1983-03-03",,"0.4","43","53","36"
"ITM00016061","TORINO BRIC CROCE, IT","1983-03-04",,"0.4","43","51","36"
"ITM00016061","TORINO BRIC CROCE, IT","1983-03-05",,,"44","53","37"
"ITM00016061","TORINO BRIC CROCE, IT","1983-03-06",,,"49","59","38"
"ITM00016061","TORINO BRIC CROCE, IT","1983-03-07",,,"52","62","45"
"ITM00016061","TORINO BRIC CROCE, IT","1983-03-08",,,"52",,
"ITM00016061","TORINO BRIC CROCE, IT","1983-03-09",,,"49","59","42"
"ITM00016061","TORINO BRIC CROCE, IT","1983-03-10","0.00",,"49","59","41"
"ITM00016061","TORINO BRIC CROCE, IT","1983-03-11",,,"53","64","45"
"ITM00016061","TORINO BRIC CROCE, IT","1983-03-12",,,"47","59",
"ITM00016061","TORINO BRIC CROCE, IT","1983-03-13",,,"38","42","36"
"ITM00016061","TORINO BRIC CROCE, IT","1983-03-14",,,"38","42","35"
"ITM00016061","TORINO BRIC CROCE, IT","1983-03-15","0.43","4.7","31",,
"ITM00016061","TORINO BRIC CROCE, IT","1983-03-16","0.87","8.3","35","38","30"
"ITM00016061","TORINO BRIC CROCE, IT","1983-03-17",,"2.0","46","55","40"
"ITM00016061","TORINO BRIC CROCE, IT","1983-03-18",,"1.6","46","59",
"ITM00016061","TORINO BRIC CROCE, IT","1983-03-19",,,"56","65","48"
"ITM00016061","TORINO BRIC CROCE, IT","1983-03-20",,,"54","62","50"
"ITM00016061","TORINO BRIC CROCE, IT","1983-03-21",,,"53","62","48"
"ITM00016061","TORINO BRIC CROCE, IT","1983-03-22",,,"50",,"43"
"ITM00016061","TORINO BRIC CROCE, IT","1983-03-23",,,"50","58","43"
"ITM00016061","TORINO BRIC CROCE, IT","1983-03-24",,,"42","45","39"
"ITM00016061","TORINO BRIC CROCE, IT","1983-03-25","0.43",,"42","49","39"
"ITM00016061","TORINO BRIC CROCE, IT","1983-03-26",,,"45","52","37"
"ITM00016061","TORINO BRIC CROCE, IT","1983-03-27",,,"41","50","33"
"ITM00016061","TORINO BRIC CROCE, IT","1983-03-28","0.26",,"35",,
